cnpj,razao_social,nome_fantasia,segmento,sub_segmento,endereco,cidade,ring,telefone,whatsapp,email,instagram,website,google_maps_url,google_rating,google_reviews,porte,foco_felino,potencial_b2b,notas,lat,lng,completeness_score,bairro,fonte_enriquecimento,horario,facebook,fonte_descoberta,data_discovery,marketplace_ifood,marketplace_rappi,marketplace_ml,marketplace_shopee,rating_marketplace,digital_maturity,batch_source,categorias_google,cnae_principal,cnae_descricao,uf,cep,situacao_cadastral,data_abertura,natureza_juridica,capital_social,telefone_receita,email_receita,ja_no_crm
,,Animal Care,pet_shop,,"Alameda São Caetano, 349 - Santa Paula",São Caetano do Sul,,,,,,,,,,,,,,,,2,Santa Paula,serper:diariocidade.com,,,triceleads:veterinario/sao-caetano-do-sul,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Animalis,pet_shop,,"Av. Presidente Kennedy, 2145 - Santa Maria",São Caetano do Sul,,(11) 9421-0708,,carlagurardi@yahoo.com.br,,,,,,,,,,,,4,Santa Paula,serper:diariocidade.com+petboop.com,,,triceleads:veterinario/sao-caetano-do-sul,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Avicultura Santa Maria,agropecuaria,,"Alameda São Caetano, 2228 - Santa Paula",São Caetano do Sul,,(11) 4220-2166,,,,,,,,,,,,,,3,Santa Maria,serper:yelp.com+misterwhat.com.br+cnpj.biz,,,triceleads:pet-shop/sao-caetano-do-sul,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Cara do Bicho Veterinaria & Pet Shop,clinica_vet,,"Rua Manoel Augusto Ferreirinha, 475 - Nova Gerty",São Caetano do Sul,,,,,,https://www.caradobicho.com.br,,,,,,,,,,3,Sao Jose,serper:econodata.com.br+facebook.com/caradobicho,,,triceleads:pet-shop/sao-caetano-do-sul,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Clinica Veterinaria Perez,clinica_vet,,"Rua Floriano Peixoto, 264 - Santa Paula",São Caetano do Sul,,(11) 4224-3790,(11) 93354-5454,,,https://clinvetsaocaetano.com.br,,,,,,,,,,4,Santa Paula,serper:brasillocais.com+econodata.com.br+clinvetsaocaetano.com.br,Seg-Sex 14h-18h,,triceleads:pet-shop/sao-caetano-do-sul,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,De Olho no Bicho,pet_shop,,"Rua Nilo Peçanha, 59 - Santa Paula",São Caetano do Sul,,(11) 4227-5284,(11) 95732-4325,,@instadeolhonobicho,https://www.deolhonobicho.com.br,,,,,,,,,,4,Santa Paula,serper:deolhonobicho.com.br+planetabrasileiro.com+instagram.com,,,triceleads:veterinario/sao-caetano-do-sul,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Dog Reis,pet_shop,,"Rua Nelly Pellegrino, 770 - Nova Gerty",São Caetano do Sul,,(11) 4232-9051,,,,,,,,,,,,,,3,Nova Gerty,serper:facebook.com/petshop.dogreis+guiatelefone.com,,,triceleads:pet-shop/sao-caetano-do-sul,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Emporion Animal Humanizado,pet_shop,,"Rua Vital Brasil Filho, 266 - Osvaldo Cruz",São Caetano do Sul,,(11) 98614-3769,(11) 98614-3769,emporionanimalhumanizado@gmail.com,@emporionanimalhumanizadoscs,,,,,,,,,,,4,Osvaldo Cruz,serper:cadastroempresa.com.br+instagram.com+facebook.com/emporionanimalscs,,,triceleads:pet-shop/sao-caetano-do-sul,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Galerinha Animal Pet Shop,pet_shop,,"Rua Tapajós, 779 - Barcelona",São Caetano do Sul,,(11) 4221-8532,,,@petstoregalerinhaanimal,,,,,,,,,,,3,Barcelona,serper:saocaetano.net.br+instagram.com+econodata.com.br,,,triceleads:pet-shop/sao-caetano-do-sul,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,M.G.S. Hospital Veterinario,hospital_24h,,"Estrada das Lágrimas, 866 - Jardim São Caetano",São Caetano do Sul,,(11) 4238-3337,(11) 98221-2195,contato@hospitalquatropatas.com.br,@hovet_quatropatas,https://hospitalquatropatas.com.br,,,,,,,,,,4,Jardim Sao Caetano,serper+fetch:hospitalquatropatas.com.br+cnpj.biz+instagram.com,24h,,triceleads:veterinario/sao-caetano-do-sul,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Macaw Clinica Veterinaria,clinica_vet,,"Rua Nossa Senhora de Fátima, 557 - Santa Paula",São Caetano do Sul,,(11) 4318-2924,,macawclinicavet@hotmail.com,,https://www.macawvet.com.br,,,,,,,,,,4,Santa Paula,serper+fetch:macawvet.com.br+cnpj.biz+facebook.com/macawvet,,,triceleads:veterinario/sao-caetano-do-sul,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,ONG SOS Cidadania Animal,ong,,"Rua Espírito Santo, 746 - Santa Paula",São Caetano do Sul,,(11) 3755-3001,,ongsoscidadaniaanimal@uol.com.br,@ongsoscidadaniaanimal,,,,,,,,,,,4,Ceramica,serper:guiasaocaetanodosul.com+mapaosc.ipea.gov.br+instagram.com,"Seg-Sex 9h-19h, Sab 9h-17h",,triceleads:veterinario/sao-caetano-do-sul,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Pegada do Bicho,pet_shop,,"Rua Rafael Corrêa Sampaio, 569 - Santa Paula",São Caetano do Sul,,(11) 4226-3391,(11) 98614-0570,,,,,,,,,,,,,3,Santa Paula,serper:petboop.com+near-place.com+facebook.com/facepegadadobicho,,,triceleads:pet-shop/sao-caetano-do-sul,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Pesca e Bichos Comercial,pet_shop,,"Rua Visconde de Inhaúma, 256 - Osvaldo Cruz",São Caetano do Sul,,(11) 4231-4399,,,,,,,,,,,,,,3,Oswaldo Cruz,serper:listatudo.com.br+cnpj.biz,,,triceleads:pet-shop/sao-caetano-do-sul,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Pet & Vet,clinica_vet,,"Av. Pres. Kennedy, 1480 - Santa Paula",São Caetano do Sul,,(11) 4226-4910,,,,,,,,,,,,,,3,Olimpico,serper:empresafone.com.br+veterinarios.biz,,,triceleads:pet-shop/sao-caetano-do-sul,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Pet Center,pet_shop,,"Estrada das Lágrimas, 1796 - Jardim São Caetano",São Caetano do Sul,,(11) 4233-7777,,,,https://www.petcentersaocaetano.com.br,,,,,,,,,,4,Fundacao,serper:petcentersaocaetano.com.br+petboop.com,Seg-Dom 9h-21h,,triceleads:pet-shop/sao-caetano-do-sul,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Pet Friend Banho & Tosa,banho_tosa,,"Rua Marechal Deodoro, 208 - Santa Paula",São Caetano do Sul,,(11) 4224-2816,,,,,,,,,,,,,,3,Santa Paula,serper:econodata.com.br+petboop.com+apontador.com.br,,,triceleads:veterinario/sao-caetano-do-sul,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Pet Shop Sao Jose,pet_shop,,"Av. Presidente Kennedy, 1591 - Olímpico",São Caetano do Sul,,(11) 4224-1089,,,,,,,,,,,,,,3,Olimpico,serper:planetabrasileiro.com+listamais.com.br+apontador.com.br,,,triceleads:pet-shop/sao-caetano-do-sul,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Pet Stop,pet_shop,,"Alameda São Caetano, 1807 - Santa Maria",São Caetano do Sul,,(11) 2629-4907,(11) 99184-8122,,@petstopscs,,,,,,,,,,,3,Santa Maria,serper+instagram:facebook.com/petstopscs,,,triceleads:veterinario/sao-caetano-do-sul,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Santarelli Clinica Veterinaria,clinica_vet,,"Rua Florida, 860 - Barcelona",São Caetano do Sul,,(11) 4221-6933,,,@vet_santarelli,,,,,,,,,,,3,Barcelona,serper:guiadepetshopbrasil.com.br+econodata.com.br,,,triceleads:veterinario/sao-caetano-do-sul,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Star Pets,pet_shop,,"Rua 7 de Setembro, 1508 - Higienópolis",São Caetano do Sul,,,,,@petshop_starpet_,,,,,,,,,,,2,Jardim Sao Caetano,serper+instagram:instagram.com/petshop_starpet_,,,triceleads:veterinario/sao-caetano-do-sul,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Toca dos Bichos Servicos Veterinarios,clinica_vet,,"Rua Castro Alves, 237 - Cerâmica",São Caetano do Sul,,(11) 4221-4093,(11) 93473-5520,contato@tocadosbichosscs.com.br,@tocadosbichosscs,https://www.tocadosbichosscs.com.br,,,,,,,,,,4,Ceramica,serper+fetch:tocadosbichosscs.com.br,"Seg-Sex 8h-18h, Sab 8h-15h",,triceleads:veterinario/sao-caetano-do-sul,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Vet Planet,clinica_vet,,"Rua Tiradentes, 227 - Santa Paula",São Caetano do Sul,,(11) 4221-4146,(11) 99449-4491,,@vetplanetsaocaetano,,,,,,,,,,,3,Santa Paula,serper:econodata+instagram,Qua-Dom 8h30-17h30,,triceleads:veterinario/sao-caetano-do-sul,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,VetNasa Sao Caetano do Sul,pet_shop,,"Av. Goiás, 315 - Santo Antônio",São Caetano do Sul,,(11) 2376-7558,(11) 2376-7558,contato@vetnasa.com.br,@vetnasa_oficial,https://vetnasa.com.br,,,,,,,,,,4,Santo Antonio,serper+fetch:vetnasa.com.br,24 horas,,triceleads:veterinario/sao-caetano-do-sul,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Vetz For Pets,pet_shop,,"Rua Alegre, 599",São Caetano do Sul,,,(11) 94189-0015,,@vetzforpets,,,,,,,,,,,3,Santa Paula,serper+instagram:instagram.com/vetzforpets+facebook.com/vetzforpets,,,triceleads:veterinario/sao-caetano-do-sul,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Vida de Cao & Cia,pet_shop,,"Rua Rafael Corrêa Sampaio, 456 - Santa Paula",São Caetano do Sul,,(11) 4226-4426,,,@petshopvidadecaoecia,,,,,,,,,,,3,Santa Paula,serper:listamais.com.br+instagram,,,triceleads:pet-shop/sao-caetano-do-sul,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Veterinária Zambicão,clinica_vet,,"R. Prefeito Carlos José Carlson, 268 - Centro",Rio Grande da Serra,,,,,@zambicao,https://www.solutudo.com.br/empresas/sp/rio-g-serra/clinicas-veterinarias/clinica-veterinaria-zambicao-21967847,https://www.google.com/maps/search/?api=1&query=Veterinária+Zambicão+Rio+Grande+da+Serra,,5,,,,,,,3,Centro,serper,"Seg-Sex 9h-18h, Sáb 9h-14h",,serper:'clínica veterinária Rio Grande da Serra SP telefone' + firecrawl:veterinarios.biz + instagram:@zambicao,2026-04-04,,,,,,,batch_b,Veterinarian,,,,,,,,,,,
,,Clínica Veterinária Rio Grande,clinica_vet,,Vila Arnoud,Rio Grande da Serra,,(11) 4821-2993,(11) 94766-9131,,@vetriogrande_,,https://www.google.com/maps/search/?api=1&query=Clínica+Veterinária+Rio+Grande+da+Serra,,,,,,,,,3,Vila Arnoud,,,,serper:'clínica veterinária Rio Grande da Serra SP telefone' + clinica.net.br + instagram:@vetriogrande_,2026-04-04,,,,,,,batch_b,Veterinarian,,,,,,,,,,,
,,Veterinária Trevo,clinica_vet,,"R. Autonomistas, 885",Rio Grande da Serra,,(11) 4821-4455,,,,,https://www.google.com/maps/search/?api=1&query=Veterinária+Trevo+Rio+Grande+da+Serra,,,,,,,,,3,Vila Figueiredo,,,,firecrawl:doglife.com.br/veterinario/rio-grande-da-serra-sp + veterinarios.biz + petboop.com,2026-04-04,,,,,,,batch_b,Veterinarian,,,,,,,,,,,
,,Vila Pet Estética Animal,banho_tosa,,"R. das Margaridas, 88 - Recanto das Flores",Rio Grande da Serra,,(11) 97344-1515,(11) 97238-9483,,@vilapetesteticaanimal,,https://www.google.com/maps/search/?api=1&query=Vila+Pet+Estética+Animal+Rio+Grande+da+Serra,,,,,,,,,3,Recanto das Flores,,,,serper:'pet shop Rio Grande da Serra SP telefone endereço' + instagram:@vilapetesteticaanimal + facebook:vilapetesteticaanimal,2026-04-04,,,,,,,batch_b,Pet groomer,,,,,,,,,,,
,,Rações Santo,pet_shop,,"Av. Dom Pedro I, 447",Rio Grande da Serra,,(11) 4820-2352,,,,,https://www.google.com/maps/search/?api=1&query=Rações+Santo+Rio+Grande+da+Serra,,,,,,,,,3,Centro,,,,serper:'pet shop Rio Grande da Serra SP telefone endereço' + yelp.com,2026-04-04,,,,,,,batch_b,Pet store,,,,,,,,,,,
,,Bichó Pet Shop,pet_shop,,"Av. Espírito Santo, 450B - Jardim Santa Tereza",Rio Grande da Serra,,(11) 1759-1968,(11) 98209-9559,,@petshop_feital,https://www.solutudo.com.br/empresas/sp/rio-g-serra/pet-shop/vila-pet-estetica-animal-21967845,https://www.google.com/maps/search/?api=1&query=Bichó+Pet+Shop+Rio+Grande+da+Serra,,,,,,,,,4,Jardim Santa Tereza,serper,,,firecrawl:solutudo.com.br/empresas/sp/rio-g-serra/pet-shop/bicho-pet-shop,2026-04-04,,,,,,,batch_b,Pet store,,,,,,,,,,,
,,Casa de Rações São Francisco de Assis,pet_shop,,"R. Agostinho Cardoso, 193 - Vila Figueiredo",Rio Grande da Serra,,(11) 4821-4882,,,,https://www.latemia.net.br/sobre/casa-de-racoes-sao-francisco-de-assis-rio-grande-da-serra-sp,https://www.google.com/maps/search/?api=1&query=Casa+de+Rações+São+Francisco+de+Assis+Rio+Grande+da+Serra,,,,,,,,,4,Vila Figueiredo,serper,,,firecrawl:latemia.net.br + firecrawl:triceleads.com/segmentos/pet-shop/rio-grande-da-serra,2026-04-04,,,,,,,batch_b,Pet store,,,,,,,,,,,
,,Meu Cheirinho Pet Shop,banho_tosa,,"Rua Prefeito Cido Franco, 409 - Jardim Maria ...",Rio Grande da Serra,,,,,,https://www.solutudo.com.br/empresas/sp/rio-g-serra/pet-shop/meu-cheirinho-pet-shop-banho-e-tosa-21972156,https://www.google.com/maps/search/?api=1&query=Meu+Cheirinho+Pet+Shop+Rio+Grande+da+Serra,,,,,,,,,3,,serper,,,"serper:'pet shop Rio Grande da Serra SP telefone endereço' + facebook:meucheirinhopetshop (551 curtidas, 54 check-ins)",2026-04-04,,,,,,,batch_b,Pet groomer,,,,,,,,,,,
,,Portal do Pet,pet_shop,,,Rio Grande da Serra,,,,,@portaldopetrgs,,https://www.google.com/maps/search/?api=1&query=Portal+do+Pet+Rio+Grande+da+Serra,,,,,,,,,1,,serper,Ter-Sáb 9h-,,serper:'pet shop Rio Grande da Serra SP telefone endereço' + instagram:@portaldopetrgs (2064 followers),2026-04-04,,,,,,,batch_b,Pet store,,,,,,,,,,,
,,Veterinária Suelen,clinica_vet,,Vila Arnoud,Rio Grande da Serra,,(11) 94766-9131,(11) 94766-9131,,,https://www.petlife.com.br/veterinaria-suelen/rio-grande-da-serra-sp/61fc486b5e565c7e4b9e8a40,https://www.google.com/maps/search/?api=1&query=Veterinária+Suelen+Rio+Grande+da+Serra,,,,,,,,,4,Vila Arnoud,serper,,,firecrawl:doglife.com.br/veterinario/rio-grande-da-serra-sp,2026-04-04,,,,,,,batch_b,Veterinarian,,,,,,,,,,,
,,Estância Pet Shop,pet_shop,,"R. Miguel Prisco, 174 - Centro",Ribeirão Pires,,(11) 4823-1912,(11) 97762-2883,,@estanciapetshop,https://www.estanciapetshop.com.br/,https://www.google.com/maps/search/?api=1&query=Estância+Pet+Shop+Ribeirão+Pires,,,,,,,,,4,Centro,,Seg-Sáb 9h-18h,,serper:'pet shop Ribeirão Pires SP telefone endereço' + firecrawl:latemia.net.br + facebook:estancia.petshop (3956 likes) + instagram:@estanciapetshop (4.1K followers),2026-04-04,,,,,,,batch_b,Pet store,,,,,,,,,,,
,,Veterinária Central,clinica_vet,,"R. Miguel Prisco, 510 - Centro",Ribeirão Pires,,(11) 4823-3082,(11) 97531-7100,contato@veterinariacentral.com.br,@vetcentral_ribeiraopires,https://www.veterinariacentral.com.br/,https://www.google.com/maps/search/?api=1&query=Veterinária+Central+Ribeirão+Pires,,,,,,,,,4,Centro,,,,serper:'clínica veterinária Ribeirão Pires SP telefone' + veterinariacentral.com.br/Contato.html + facebook + instagram,2026-04-04,,,,,,,batch_b,Veterinarian,,,,,,,,,,,
,,Veterinária Lulucão,clinica_vet,,"Av. Humberto de Campos, 835 - Bocaina",Ribeirão Pires,,(11) 4828-7946,(11) 94174-4141,,@veterinarialulucao,,https://www.google.com/maps/search/?api=1&query=Veterinária+Lulucão+Ribeirão+Pires,,,,,,,,,3,Bocaina,,,,serper:'pet shop Ribeirão Pires SP telefone endereço' + instagram:@veterinarialulucao,2026-04-04,,,,,,,batch_b,Veterinarian,,,,,,,,,,,
,,Clínica Veterinária & Pet Shop Tifany,clinica_vet,,"Av. Princesa Izabel, 961 - Aliança",Ribeirão Pires,,(11) 4824-5392,,,,,https://www.google.com/maps/search/?api=1&query=Clínica+Veterinária+Pet+Shop+Tifany+Ribeirão+Pires,,,,,,,,,3,Aliança,,,,serper:'pet shop Ribeirão Pires SP telefone endereço' + firecrawl:latemia.net.br + listamais.com.br,2026-04-04,,,,,,,batch_b,"Veterinarian, Pet store",,,,,,,,,,,
,,Clínica Veterinária Pantaneiro,clinica_vet,,"Av. Kaethe Richers, 1730 - Pte. Seca",Ribeirão Pires,,(11) 96484-6154,,vet.pantaneiro@hotmail.com,,https://sites.google.com/view/clinicaveterinariapantaneiro/,https://www.google.com/maps/search/?api=1&query=Clínica+Veterinária+Pantaneiro+Ribeirão+Pires,,,,,,,,,4,Ponte Seca,,,,serper:'clínica veterinária Ribeirão Pires SP telefone' + sites.google.com/view/clinicaveterinariapantaneiro,2026-04-04,,,,,,,batch_b,Veterinarian,,,,,,,,,,,
,,Clínica Veterinária Meraki HealthCare,clinica_vet,,Ribeirão Pires,Ribeirão Pires,,(11) 99444-1453,,veterinaria.merakii@gmail.com,,https://www.merakivet.com.br/,https://www.google.com/maps/search/?api=1&query=Clínica+Veterinária+Meraki+HealthCare+Ribeirão+Pires,,,,,,,,,4,,,,,serper:'clínica veterinária Ribeirão Pires SP telefone' + merakivet.com.br,2026-04-04,,,,,,,batch_b,Veterinarian,,,,,,,,,,,
,,Hospital Veterinário Nipon,clinica_vet,,"Av. Francisco Monteiro, 3010 - Santa Luzia",Ribeirão Pires,,(11) 4823-1274,,,,http://www.petnipon.com.br/,https://www.google.com/maps/search/?api=1&query=Hospital+Veterinário+Nipon+Ribeirão+Pires,,,,,,,,,4,Santa Luzia,,,,firecrawl:latemia.net.br/cidade/petshop-em-ribeirao-pires-sp + guiafacil.com,2026-04-04,,,,,,,batch_b,Veterinary hospital,,,,,,,,,,,
,,Abrantes Magnus,pet_shop,,"Rod. Índio Tibiriçá, 2103-2139 - Represa",Ribeirão Pires,,(11) 4822-1118,,,,,https://www.google.com/maps/search/?api=1&query=Abrantes+Magnus+Ribeirão+Pires,,,,,,,,,3,Represa,,,,firecrawl:latemia.net.br/cidade/petshop-em-ribeirao-pires-sp,2026-04-04,,,,,,,batch_b,Pet store,,,,,,,,,,,
,,Cão Feliz,pet_shop,,"R. Miguel Prisco, 20 - Centro",Ribeirão Pires,,(11) 4827-7715,,,,http://www.caofeliz.com.br/,https://www.google.com/maps/search/?api=1&query=Cão+Feliz+Ribeirão+Pires,,,,,,,,,4,Centro,,,,firecrawl:latemia.net.br/cidade/petshop-em-ribeirao-pires-sp,2026-04-04,,,,,,,batch_b,Pet store,,,,,,,,,,,
,,Pet Shop Amiguinho Feliz,pet_shop,,"R. Maj. Cardim, 224 - Centro Alto",Ribeirão Pires,,(11) 4823-3688,,,,,https://www.google.com/maps/search/?api=1&query=Pet+Shop+Amiguinho+Feliz+Ribeirão+Pires,,,,,,,,,3,Centro Alto,,,,firecrawl:latemia.net.br/cidade/petshop-em-ribeirao-pires-sp,2026-04-04,,,,,,,batch_b,Pet store,,,,,,,,,,,
,,Quiron Clínica Veterinária,clinica_vet,,"R. Virgílio Gola, 103 - Pastoril",Ribeirão Pires,,(11) 4829-4100,,,,http://quironclinicaveterinaria.negocio.site/,https://www.google.com/maps/search/?api=1&query=Quiron+Clínica+Veterinária+Ribeirão+Pires,,,,,,,,,4,Pastoril,,,,firecrawl:latemia.net.br/cidade/petshop-em-ribeirao-pires-sp,2026-04-04,,,,,,,batch_b,Veterinarian,,,,,,,,,,,
,,Rafa Pet,pet_shop,,"R. Pedro Del Corto, 42 - Santana",Ribeirão Pires,,(11) 4825-7283,,,,,https://www.google.com/maps/search/?api=1&query=Rafa+Pet+Ribeirão+Pires,,,,,,,,,3,Santana,,,,firecrawl:latemia.net.br/cidade/petshop-em-ribeirao-pires-sp,2026-04-04,,,,,,,batch_b,Pet store,,,,,,,,,,,
,,Veterinária Sociedade Animal,clinica_vet,,"R. Octávio Zampol, 10 - Vila Aurora",Ribeirão Pires,,(11) 4825-2577,,,,,https://www.google.com/maps/search/?api=1&query=Veterinária+Sociedade+Animal+Ribeirão+Pires,,,,,,,,,3,Vila Aurora,,,,firecrawl:latemia.net.br/cidade/petshop-em-ribeirao-pires-sp,2026-04-04,,,,,,,batch_b,Veterinarian,,,,,,,,,,,
,,Paty Pet,banho_tosa,,"R. Presidente Bernardes, 119 - Vila Aurora",Ribeirão Pires,,(11) 93505-1726,(11) 93505-1726,,,,https://www.google.com/maps/search/?api=1&query=Paty+Pet+Ribeirão+Pires,,,,,,,,,3,Vila Aurora,,,,serper:'pet shop Ribeirão Pires SP telefone endereço' + facebook:patypetbanhoetosa,2026-04-04,,,,,,,batch_b,Pet groomer,,,,,,,,,,,
,,Espaço Pet,banho_tosa,,Ribeirão Pires,Ribeirão Pires,,(11) 4824-6699,(11) 93309-5748,,,,https://www.google.com/maps/search/?api=1&query=Espaço+Pet+Ribeirão+Pires,,,,,,,,,3,,,,,serper:'banho e tosa Ribeirão Pires SP' + facebook:EspacoPet,2026-04-04,,,,,,,batch_b,Pet groomer,,,,,,,,,,,
,,Dryka Pet,banho_tosa,,Ribeirão Pires,Ribeirão Pires,,,(11) 91416-2807,,,,https://www.google.com/maps/search/?api=1&query=Dryka+Pet+Ribeirão+Pires,,,,,,,,,3,,,,,serper:'banho e tosa Ribeirão Pires SP' + facebook:drykapet (banhos a partir de R$40),2026-04-04,,,,,,,batch_b,Pet groomer,,,,,,,,,,,
,,Terraço Pet Hotel,hotel_pet,,Ribeirão Pires,Ribeirão Pires,,,,,,,https://www.google.com/maps/search/?api=1&query=Terraço+Pet+Hotel+Ribeirão+Pires,,,,,,,,,2,,,,,"serper:'hotel pet hospedagem Ribeirão Pires SP' + facebook:terracopethotel (350 curtidas, 82 check-ins)",2026-04-04,,,,,,,batch_b,Pet hotel,,,,,,,,,,,
,,Pet do Tom,pet_shop,,"R. Gaspar Ricardo, 222/226 - Pq. Sete de Setembro",Diadema,,(11) 4054-4115,(11) 94742-3786,,@petdotom,,https://www.google.com/maps/search/?api=1&query=Pet+do+Tom+Diadema,4.9,229,,,,,,,3,Parque Sete de Setembro,,"9h-19h, vet até 18h, banho e tosa até 17h",,"serper:'pet shop Diadema SP telefone endereço avaliações' + facebook:lojapetdotom + instagram:@petdotom + petlove (4.9/5, 229 avaliações)",2026-04-04,,,,,,,batch_b,"Pet store, Veterinarian",,,,,,,,,,,
,,Cão Folia Pet Shop e Veterinária,pet_shop,,"R. Orense, 179 - Pq. Galícia",Diadema,,(11) 4044-4828,,,,http://www.petshopcaofolia.com.br,https://www.google.com/maps/search/?api=1&query=Cão+Folia+Pet+Shop+Veterinária+Diadema,,,,,,,,,4,Parque Galícia,,,,serper:'pet shop Diadema SP telefone' + yelp.com + firecrawl:triceleads.com/segmentos/pet-shop/diadema,2026-04-04,,,,,,,batch_b,"Pet store, Veterinarian",,,,,,,,,,,
,,Hospital Veterinário Diadema 24h,clinica_vet,,"Av. Pres. Kennedy, 232 - Centro",Diadema,,(11) 2668-2514,(11) 96864-3286,,@hospitalveterinariodiadema,,https://www.google.com/maps/search/?api=1&query=Hospital+Veterinário+Diadema+24h,,,,,,,,,3,Centro,,24h,,"serper:'clínica veterinária Diadema SP telefone avaliações' + instagram:@hospitalveterinariodiadema + petlove (centro cirúrgico, UTI)",2026-04-04,,,,,,,batch_b,Veterinary hospital,,,,,,,,,,,
,,Clínica Veterinária Medicinal Vet,clinica_vet,,"R. São Lucas, 30",Diadema,,(11) 4054-2545,,,,,https://www.google.com/maps/search/?api=1&query=Clínica+Veterinária+Medicinal+Vet+Diadema,,,,,,,,,3,,,,,serper:'clínica veterinária Diadema SP telefone' + yelp.com,2026-04-04,,,,,,,batch_b,Veterinarian,,,,,,,,,,,
,,Pet Shop Animais Felizes,pet_shop,,"R. Paes Leme, 432 - Canhema",Diadema,,(11) 4072-3096,,,,,https://www.google.com/maps/search/?api=1&query=Pet+Shop+Animais+Felizes+Diadema,,,,,,,,,3,Canhema,,,,serper:'pet shop Diadema SP telefone endereço avaliações' + latemia.net.br,2026-04-04,,,,,,,batch_b,Pet store,,,,,,,,,,,
,,Deixa Q Eu Cuido,clinica_vet,,Diadema,Diadema,,,(11) 95050-4938,,@deixaqeucuido,,https://www.google.com/maps/search/?api=1&query=Deixa+Q+Eu+Cuido+Veterinária+Diadema,,,,,,,,,3,,,,,serper:'clínica veterinária Diadema SP telefone avaliações' + instagram:@deixaqeucuido,2026-04-04,,,,,,,batch_b,Veterinarian,,,,,,,,,,,
,,Hotelzinho dos Pets,hotel_pet,,"Centro, Diadema",Diadema,,,(11) 98106-3064,,@hotelzinhodospets_,,https://www.google.com/maps/search/?api=1&query=Hotelzinho+dos+Pets+Diadema,,,,,,,,,3,Centro,serper:ondepet.com+instagram,,,serper:'hotel pet hospedagem creche pet Diadema SP' + instagram:@hotelzinhodospets_ (hospedagem e creche),2026-04-04,,,,,,,batch_b,"Pet hotel, Pet daycare",,,,,,,,,,,
,,Pet Shop Dog & Cat,banho_tosa,,"Av. Dom João VI, 986 - Taboão",Diadema,,(11) 4076-0000,,,,,https://www.google.com/maps/search/?api=1&query=Pet+Shop+Dog+Cat+Diadema,,,,,,,,,3,Taboão,serper:listamais.com.br+misterwhat.com.br,,,firecrawl:listamais.com.br/categoria/pet-shop-em-diadema-sp,2026-04-04,,,,,,,batch_b,"Pet store, Pet groomer",,,,,,,,,,,
,,Pet Shop Araroza,pet_shop,,"Av. Brasília, 203",Diadema,,(11) 4091-3450,,,,,https://www.google.com/maps/search/?api=1&query=Pet+Shop+Araroza+Diadema,,,,,,,,,3,Campanário,serper:listamais.com.br+guiatelefone.com,,,firecrawl:listamais.com.br/categoria/pet-shop-em-diadema-sp,2026-04-04,,,,,,,batch_b,Pet store,,,,,,,,,,,
,,Esquina dos Bichos,pet_shop,,"R. Figueiras, 112",Diadema,,(11) 2897-9615,(11) 94839-3499,,@petskinadosbichos,,https://www.google.com/maps/search/?api=1&query=Esquina+dos+Bichos+Diadema,,,,,,,,,3,Taboão,serper+instagram,,,firecrawl:listamais.com.br/categoria/pet-shop-em-diadema-sp,2026-04-04,,,,,,,batch_b,Pet store,,,,,,,,,,,
,,Paradinha Animal,clinica_vet,,Centro,Diadema,,(11) 4054-1211,,,@paradinha.animal,https://www.paradinhaanimal.com.br,https://www.google.com/maps/search/?api=1&query=Paradinha+Animal+Clínica+Veterinária+Diadema,4.5,327,,,,,,,4,Centro,serper:vetclinicasbr.com+instagram,"Seg-Sex 9h-18h, Sab 9h-14h",,firecrawl:triceleads.com/segmentos/pet-shop/diadema + veterinarios.biz,2026-04-04,,,,,,,batch_b,Veterinarian,,,,,,,,,,,
